OBJECTID,SimboloUC,N°CartaColores,Descripcion,Edad,UGIntegradas,Comentarios,GlobalID,Shape__Area,Shape__Length
3579,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,4dc99d0d-6cf9-4110-be06-39d771743a00,0.0028544301572424,0.476389900956221
3581,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,8bc14714-2c33-46c9-b25e-3e001c9f8bda,0.000211250682269792,0.0684104174005843
3582,J-Hf,,Pórfidos dacíticos y andesíticos,Jurásico,,,77b6688f-cb21-496f-abd5-cf7ad535ddfe,0.000382208196668898,0.0862302100811377
3588,b1-Sct,,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados,Berriasiano,Formación Cumbre,,a7859895-d3dc-4d6e-8c94-ef9e91add8c2,0.00397206839079445,0.424389916380781
3590,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,10720e9e-69d0-45c8-a4a0-474c4185cea2,0.000370584881409286,0.111721447602606
3592,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,,,512acceb-7fba-4532-bb63-e2d94fd01e83,0.00138625987843,0.340875894411183
3593,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,3058043c-b8da-413c-adb0-49a145618bd0,0.00494511799735164,0.793924107251372
3599,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,5c637d29-fd52-4397-b871-68b6b5f2b5d2,0.000827798993213946,0.247069709388773
3600,T-Mbg3,,"Esquistos grafíticos, cuarzomoscovíticos, cloríticos y anfibólicos; filitas; cuarcitas; mármoles, y serpentinitas.",Triásico,Grupo Cajamarca,,e0c40765-ee41-4439-bd1e-d602b3be2838,0.00102886583985651,0.205404512800345
3603,T-Mbg3,,"Esquistos grafíticos, cuarzomoscovíticos, cloríticos y anfibólicos; filitas; cuarcitas; mármoles, y serpentinitas.",Triásico,,,0610c6a5-9b0f-49e6-af4f-43e883e8fa57,0.000329643318508488,0.0946413193178227
3604,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Formación Honda,,4380dfea-4c87-419c-8628-2bd927a07f4c,0.00121427515534833,0.266654601890365
3605,b5b6-Sm,,Calizas intercaladas con margas y lodolitas calcáreas y arenosas,Aptiano-Albiano,,,43907300-1701-4b2c-a30c-d120b57bc872,0.00332712744364017,0.723575108305885
3606,T-Mmg3,,"Gneises cuarzofeldespáticos algunos con sillimanita, cordierita y hornblenda; anfibolitas; migmatitas; esquistos, y mármoles.",Triásico,,,6981b977-3e22-415f-8dc1-a7abafc6568f,0.000280976106864728,0.108363355598324
3607,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,,,0dab82aa-af02-4de5-8a0d-904163fa6a22,0.000728480404887932,0.122084079511888
3608,b4b6-Sm,,"Arenitas feldespáticas con intercalaciones de calizas, shales, margas y arenitas glauconíticas.",Barremiano-Albiano,,,5fcf7482-8009-47f8-80a4-6477a0371585,0.000191736065630721,0.0612146970766345
3609,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,730ea1ce-adfc-465c-bfaf-5b97d486f98b,0.000172900411484989,0.170589182278304
3613,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,a42d6952-cfa0-41a1-99d9-0217d1e19b2e,0.00666770235402225,0.72213821894136
3615,n6n7-St,,"Intercalaciones de conglomerados, arenitas líticas a sublíticas de grano medio a conglomeráticas, arenitas calcáreas y lodolitas.",Mesiniano-Zancleano,,,d54cca8c-b197-4d0c-a388-62651ccb78e1,0.000621733107323053,0.164353837572279
3617,E1-Pm,,Cuarzodioritas que varían a dioritas,Paleoceno,Plutón de Latal,,ce745885-7b39-46dc-a4eb-84b72b30c3b7,0.00297888478763753,0.296859595324892
3618,Q-e,,Depósitos eólicos (dunas) y loes,Cuaternario,,,59bc8294-d669-4fb6-ba2c-78faa689c647,0.00129106512878252,0.277089130402966
3622,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,b4d1e62e-343c-4733-8dd9-9feadce7b7cc,0.000346116017709619,0.144443929175851
3629,n4n6-Hi,,"Pórfidos dioríticos, granodioríticos y tonalíticos",Serravaliano-Mesiniano,,,6b40685d-653f-4aac-a1f3-331a3d71ee01,0.000248854110765251,0.108624289446044
3632,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,,,69d3c5b3-c53c-4a13-88cb-5194e13e8439,0.000321918842061564,0.105849353117125
3637,Q-p,,Depósitos de ceniza y lapilli de composición andesítica,Cuaternario,,,14f9437b-577d-4305-bc59-7c6017f36e2e,0.000928382275105832,0.170382866167331
3640,n4n6-Sc,,Arenitas líticas con intercalaciones de arcillolitas de color gris verdoso y conglomerados,Serravaliano-Mesiniano,Grupo Honda,,9047eec3-1b7b-40ba-880b-1640ece8ccbd,0.000216745448938127,0.0855664298385663
3642,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,86f1a40d-4096-4e5d-95a9-834c4b70b54f,0.000172356645862237,0.0644618558529634
3646,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,,,6ee040cf-ecad-4914-b89d-138eb473a8cc,0.000785971795551177,0.280857060237018
3647,J-VCc,,"Tobas, aglomerados y lavas; ocasionalmente, intercalaciones de capas rojas de arenitas líticas y limolitas.",Jurásico,Formación Saldaña,,5f82a509-188c-425a-b109-3bd7892bed0b,0.00139667500820906,0.27787776907423
3648,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,,,74c71d00-f9ec-44eb-964f-b30475999d5e,0.000191624746875618,0.101586633273635
3649,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,,,366a3f3f-8ee9-4a13-a479-07b90173b466,0.00119905640696061,0.189077003036478
3651,Q-t,,Terrazas aluviales,Cuaternario,,,54dbf78e-76c4-4f6c-bca2-8478ff905047,0.00153050925513298,0.227544014465173
3652,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,"Formación Popayán, Miembro San Andrés",,7d06da96-1a19-4367-989f-fc860a44109a,0.00467961860373123,0.480491727905545
3653,T-Mmg3,,"Gneises cuarzofeldespáticos algunos con sillimanita, cordierita y hornblenda; anfibolitas; migmatitas; esquistos, y mármoles.",Triásico,Gneises y Anfibolitas de Tierradentro,,e4514111-e71b-41fe-82d8-ab031542afe0,0.00159614115736417,0.361510235705181
3657,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,1ad8e35c-bca5-493a-abe8-79babcdac54e,0.000214505472655446,0.0593282847781651
3659,K2-Vm7,,"Basaltos toleíticos, y doleritas, picritas, tobas básicas y brechas volcánicas.",Cretácico Superior,,,239d16fe-3f54-439c-b07f-b56791eaed9a,0.000224096256545181,0.0852224597228732
3660,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,c09b6fec-82bc-491f-929f-e7c465d38633,0.000847707893200322,0.282365969905092
3663,e6e7-Stm,,"Conglomerados, arenitas lodosas líticas, cuarzoarenitas, limolitas, shales y carbones.",Bartoniano-Priaboniano,Formación Mosquera,,0ab2e1a2-c6bc-49d5-9842-b40d9fdf6263,0.00103532219588942,0.232884567305764
3664,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,f15205c9-70ed-4db2-8b5c-a01c01ca00b5,0.000216155223540682,0.103432775008963
3665,b2k1-Sm,,Shales con yeso y chert intercalados con calizas y arenitas,Valanginiano-Cenomaniano,,,5b3ee677-0c84-4bda-92c3-98995cc2b5be,0.00176687220954364,0.326123356357792
3666,N2-VCc,,"Tobas intercaladas con aglomerados, brechas, conglomerados, lodolitas y arenitas.",Plioceno,,,dbb31fb1-4c4f-47ba-bd4b-6708ddb197ec,0.000162575635584972,0.0631624547826877
3667,n3n4-Sm,,"Lodolitas, algunas calcáreas y nodulares, intercaladas con lentes de calizas y esporádicamente capas de arenitas de grano fino a muy fino.",Langhiano-Serravaliano,Formación Napipí,,961de131-59fb-4c78-a7d9-19f9fdc6617f,0.0118629632484897,1.10304439528413
3670,Q-t,,Terrazas aluviales,Cuaternario,,,9788c28e-5a41-42cd-accd-efc5debacdbf,0.000811458068394444,0.171421561450463
3671,C-Sctm,,Conglomerados y lodolitas grises intercalados con calizas y arenitas,Carbonífero,Lodolitas y Calizas de Granadillo,,16ee2e5a-c642-4c6d-b8f5-44a9cd87459c,0.0179204789857792,0.836328273507772
3672,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,fbc8c39d-6d2c-4c05-9b1c-64ab8bb53e57,1.10504659005528e-05,0.0162330642770314
3674,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,4025804b-78ab-491c-8905-d51bda75f35d,0.00314254209793319,0.591758274057911
3677,Q-g,,Depósitos glaciares,Cuaternario,,,3c23e6ed-6a55-4708-9a75-c93022a1363e,0.000697973849725031,0.128717910171911
3679,K1-Pf,,Tonalitas y granitos,Cretácico Inferior,,,26e6c667-39ca-4cf3-8721-5236bca12663,0.000688418021240977,0.35152840712859
3680,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Conglomerados de Guamachito,,250ecf4f-5927-443c-a663-62bdf513e7c1,0.00333649725564555,0.36117367711177
3681,e8n2-Sm,,"Calizas, arenitas y lodolitas calcáreas.",Rupeliano-Burdigaliano,Formación Uva,,00d4865d-0e02-4679-be92-9d637c500897,0.00207693746423843,0.272540192856997
3682,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneis de San Lucas,,e883fc1b-cae6-46c0-b346-00bc7c1f6171,0.000293265340417292,0.0910059503148971
3685,k1k6-Stm,,"Shales, calizas, fosforitas, cherts y cuarzoarenitas. Predominio de facies finas al norte del Cocuy y facies más arenosas al sur.",Cenomaniano-Maastrichtiano,,,f1828536-757d-4204-8f58-0f1c61537acb,0.000167670477281945,0.0759740229735319
3686,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Granito de Pescadero,,7b044e25-c159-4c6b-8693-c94d741dc4f0,0.000468016273970306,0.0957310480526982
3691,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,Formación Seca,,94369c6e-c9ff-42f9-9061-525dcc0004c8,0.000145679775698682,0.0791395272135692
3692,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,61ed0f8d-abfb-4232-bcae-ce811f153416,0.00255043750749451,0.550050793663594
3693,N1-VCc,,Brechas riolíticas constituidas por piroclastos y epiclastos,Mioceno,,,7f432a08-ff25-49ca-8508-4385e6b36332,6.78835453982174e-06,0.0125835966794868
3696,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,5735e48f-672e-4feb-8a7b-b68e12e12062,0.000690499339057737,0.18507879581435
3697,Q-t,,Terrazas aluviales,Cuaternario,,,c31e7b45-8c67-4442-8397-a56f94aedd7d,0.0012814689106051,0.15397356332588
3699,Q-t,,Terrazas aluviales,Cuaternario,,,b6a6bd8a-ccd6-4cc7-b74b-97adf3d5fcf8,0.00221991498233365,0.231203456851202
3703,Q1-ca,,Abanicos aluviales disectados,Pleistoceno,,,2d5e40ee-0b42-4683-bc35-c3f4e495adaa,0.000456858845623742,0.123661860388159
3707,E3-Sc,,"Arenitas conglomeráticas y conglomerados en la base y el techo; arenitas, arcillolitas y carbones en la parte media.",Oligoceno,Formación Amagá,,ad13253d-5f80-4923-a35e-a910ca0aba36,0.00421433230522439,0.623911572650123
3710,Q-t,,Terrazas aluviales,Cuaternario,,,7ffd94b5-1db2-4d5e-9293-2130ceba1f64,0.000354642286140461,0.1434497126202
3711,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,,,47a464ae-3991-4996-9a40-03d6018d78e6,0.00208488799648876,0.218923406801574
3713,K2-Pi,,"Granodioritas, tonalitas y cuarzodioritas.",Cretácico Superior,Batolito Antioqueño,,3f2248a5-8145-44f3-8a3a-5df72f10504d,0.0102743061223691,0.524994177913126
3715,E1-Sc,,Conglomerados intercalados con arenitas de grano medio a grueso y lodolitas carbonosas,Paleoceno,Formación Arcillas de El Limbo,,c47ec63e-6ac2-409e-8937-81ca9813de46,0.000513146394240493,0.237710507145753
3716,k6E1-Stm,,Arcillolitas rojizas con intercalaciones de cuarzoarenitas de grano fino. Mantos de carbón a la base.,Maastrichtiano-Paleoceno,,,f27733fc-2351-46fd-b681-51c71c482944,0.00178064646172515,0.439987106617889
3717,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,797cbb7e-e686-486d-869a-1e0851d34bc1,0.000330971681819392,0.0730515993954332
3719,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,76ffc84d-13e0-4e35-9b0f-8fd20b4ef29a,0.00428375291497218,1.30585585559556
3720,e5e6-Sm,,"Arenitas líticas de grano medio a conglomeráticas, calizas y conglomerados.",Lutetiano-Bartoniano,Formación Chengue,,c0130c01-9ac4-4648-a7f8-666b26d6828c,0.00390355638165829,1.10945936543483
3725,N2-p,,Tobas de cenizas y lapilli intercaladas con lavas de composición andesítica,Plioceno,,,bc567aaf-bcb9-42aa-b30b-cccd0d92b5ca,0.000407296655367873,0.123944745445286
3726,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Noreán,,d4af3862-365b-4a96-a0c1-fbe8be56bbd1,0.000209308812713971,0.0656822907963532
3727,DC-Sctm,,"Cuarzoarenitas, arcillolitas, lodolitas grises y, ocasionalmente, calizas y conglomerados.",Devónico-Carbonífero,,,baf03702-4a40-4d14-8120-816538347473,0.000172327539985417,0.115664966320618
3729,b6k6-Stm,,"Shales, calizas, arenitas, cherts y fosforitas",Albiano-Maastrichtiano,,,a10ef4b7-2c0c-4362-be80-c934eb214929,0.00118557147359866,0.157555507322206
3730,k1?k5-Sm,,"Lodolitas y margas con intercalaciones de calizas, cuarzoarenitas y limolitas silíceas",Cenomaniano?-Campaniano,Formación Villeta,,31324e20-8998-432e-a73e-3797add15b39,0.000162135791214268,0.127077332987096
3731,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,632e3b5b-95e2-45a7-b357-bc06d33de844,0.000169453979992795,0.0813120453630736
3733,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,de6fae0f-8f51-400a-81c8-80e60fba593c,0.00190777328714375,0.188324370972179
3734,Q-t,,Terrazas aluviales,Cuaternario,,,a5afb0be-68cf-4d17-a779-53c37650fafc,0.00373044631756159,0.489851762403828
3736,n1n2-Pi,,"Cuarzodioritas, tonalitas, dioritas y granodioritas",Aquitaniano-Burdigaliano,Stock de La Chapa,,b78e0a9d-2970-4682-bf52-da4d8c5efeb2,0.000951353254478704,0.224923879479004
3737,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,f0b6c632-bcaf-4502-b0c9-2dead71356d0,0.00546736220718458,1.57128469558302
3738,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,2c3e3106-2132-4f04-a4c5-32b93be3b58c,0.0463442452176253,2.66938589666254
3740,b4k1-Sm,,"Calizas, lodolitas negras y margas. Cuarzoarenitas de grano fino y lodolitas arenosas.",Barremiano-Cenomaniano,Grupo Cogollo,,8066ca5d-db44-46f7-896f-f2285fc492eb,0.000331405127155904,0.0984718229627783
3741,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,6009856d-86fd-4b59-abc8-ddd03687cf1a,0.000937512314123978,0.148936726624565
3745,n1?n5?-VCc,,"Conglomerados, arenitas de grano grueso y tobas dacíticas.",Aquitaniano?-Tortoniano?,Formación Irra-Tres Puertas,,1377cda5-06df-40d3-877a-09f1eb1bd28e,0.000173703989815976,0.0617859113439866
3746,e6e7-VCm,,"Intercalaciones de lodolitas calcáreas y silíceas; arenitas calcáreas; tobas; aglomerados; cherts, y basaltos.",Bartoniano-Priaboniano,Rocas Volcánicas de La Equis,,8855b1ee-1fd2-4194-88b0-6747c51ce7ed,0.0112403305533064,0.81487786317571
3750,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,57bb0a51-07dd-480b-aea4-bf34d609d00f,0.011910129941036,0.71185993307642
3752,b6k1?-Sctm,,"Cuarzoarenitas glauconíticas o conglomeráticas, y conglomerados de cuarzo. Intercalaciones de lodolitas grises a negras y de calizas bioclásticas. ",Albiano-Cenomaniano?,Formación Caballos,,1ed7d9d2-5960-4922-8441-c86d8eac0265,0.000211423824168833,0.12023958766848
3756,e5e6-Sm,,"Arenitas líticas de grano medio a conglomeráticas, calizas y conglomerados.",Lutetiano-Bartoniano,,,45092e92-0751-4eba-9dd9-bc0d9bf5b863,4.80646986602551e-05,0.0370788003337185
3762,C2P-Sm,,"Limolitas con intercalaciones de arenitas, arcillolitas y calizas arenosas.",Pensilvánico-Pérmico,Formación Diamante,,c037d1ab-549c-4b96-926b-7fb3c1e16872,0.000646536663396091,0.230149224263627
3764,N2-Sc,,"Conglomerados, y arenitas líticas conglomeráticas intercaladas con arcillolitas, limolitas y turbas.",Plioceno,Formación Raposo,,4fdea3e4-a348-42bc-ba6d-5dd9b530de3c,0.0209272403066905,1.46069083529662
3767,T-Pf,,Ortogneises graníticos,Triásico,Granitoide de Bellones,,11a98ef7-5328-46cc-99a8-0b871814a7f5,0.00230275296655691,0.433750796039666
3769,Q2-m,,"Depósitos de gravas y arenas acumulados en playas, y de lodos ricos en materia orgánica asociados al desarrollo de manglares.",Holoceno,,,478e6ca3-af28-4a5f-bc4a-23a88fb103c9,0.0194067454796425,1.40808755320575
3770,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,02c85bbb-65a3-432a-b17e-b8997ffdc35d,0.000912351325780492,0.189396323205595
3771,Q2-l,,Depósitos paludales,Holoceno,,,5d2c0f1c-a4bd-417b-b843-8ad6bd6dfdac,0.00155586156171239,0.246228594143931
3773,J1J2-VCct,,"Arenitas, limolitas y calizas intercaladas con tobas, brechas, aglomerados y lavas riolíticas a andesíticas.",Jurásico Inferior-Jurásico Medio,Formación Noreán,,a3d4bc70-4af8-43ce-9146-7cce9c676063,0.000236419576310709,0.0713240345209987
3774,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,abee7abe-b570-484a-91d9-b707134a7a43,0.00224219608077192,0.382297313660498
3776,n3n5-Sm,,"Arenitas líticas y feldespáticas de grano fino a grueso con glauconita, y shales calcáreos intercalados con lodolitas",Langhiano-Tortoniano,Formación Hibácharo,,619e11ff-67b3-40cf-96b9-15816945305f,0.00065370020837463,0.151049033564575
3777,Q-al,,Depósitos aluviales y de llanuras aluviales,Cuaternario,,,20f67b6f-5e81-498a-8c8b-3c91a6f9bf01,0.00184287627037349,0.295808368158254
3779,MP3NP1-Mag2,,"Gneises cuarzofeldespáticos, migmatitas, granulitas, anfibolitas, ortogneises, cuarcitas y mármoles.",Esténico-Tónico,Gneises y Anfibolitas de Tierradentro,,731241e1-8823-498c-b8e7-f8120e4690e7,0.000602914131150101,0.157198116133248
3780,b6k1?-Sctm,,"Cuarzoarenitas glauconíticas o conglomeráticas, y conglomerados de cuarzo. Intercalaciones de lodolitas grises a negras y de calizas bioclásticas. ",Albiano-Cenomaniano?,Formación Caballos,,35c2f005-11e7-4802-b61b-bed45fc92c1e,6.94545994832652e-05,0.0400420959694809
3781,Q-ca,,Abanicos aluviales y depósitos coluviales,Cuaternario,,,085b7aae-4662-43b8-b9e1-14287322f81e,0.00631188154292772,0.481657369859652
3784,e6e9-Sc,,"Intercalaciones de capas rojas de conglomerados, arenitas líticas conglomeráticas y arcillolitas.",Bartoniano-Chatiano,Formación Pepino,,f8c2e3cf-b59a-4b96-8077-00a71b00e627,0.000818975038498593,0.221118187114543
3785,Q-g,,Depósitos glaciares,Cuaternario,,,ffa7deae-cfba-40a5-9d48-615d1cb83ef3,0.000336842735976006,0.104175915131543
3786,K2-Pm7,,"Gabros que varían de olivínicos a cuarzogabros, a través de noritas y gabros hornbléndicos.",Cretácico Superior,,,447f3fcf-dc0d-42f7-ba94-a958d7785ae0,0.000381200547252547,0.100085662438862
3787,J-Pi,,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas,Jurásico,Stock de San Cayetano,,788cc841-7c1c-48c2-9012-f0a7c10fcfea,0.000125707327327973,0.0498455037214349
3789,e6e9-Sct,,"Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente, lentes de hierro oolítico y carbón.",Bartoniano-Chatiano,,,3b4e1028-1937-44a0-9c60-913ddcec969e,0.000521043171602287,0.0908337840903347
3790,Q-g,,Depósitos glaciares,Cuaternario,,,d3230501-385b-4178-a9d9-b4e937a7b900,0.000205662300700737,0.120490849386539
